clip_id,emotion
clip_004070,anger
clip_004071,neutral
clip_004072,neutral
clip_004073,happy
clip_004074,neutral
clip_004076,sad
clip_004077,disgust
clip_004078,happy
clip_004079,neutral
clip_004080,happy
clip_004081,anger
clip_004082,sad
clip_004083,disgust
clip_004084,anger
clip_004085,happy
clip_004087,fear
clip_004088,happy
clip_004089,neutral
clip_004090,happy
clip_004094,fear
clip_004095,disgust
clip_004096,neutral
clip_004097,anger
clip_004098,fear
clip_004100,fear
clip_004101,neutral
clip_004102,anger
clip_004103,disgust
clip_004104,disgust
clip_004105,happy
clip_004106,sad
clip_004107,happy
clip_004109,fear
clip_004111,disgust
clip_004113,fear
clip_004116,disgust
clip_004117,anger
clip_004118,disgust
clip_004119,sad
clip_004120,neutral
clip_004121,happy
clip_004123,anger
clip_004124,happy
clip_004128,neutral
clip_004129,anger
clip_004130,sad
clip_004134,anger
clip_004136,anger
clip_004138,neutral
clip_004139,happy
clip_004140,sad
clip_004141,neutral
clip_004142,neutral
clip_004143,neutral
clip_004146,happy
clip_004147,disgust
clip_004149,fear
clip_004150,disgust
clip_004151,anger
clip_004152,disgust
clip_004154,anger
clip_004155,sad
clip_004156,anger
clip_004157,neutral
clip_004159,sad
clip_004160,fear
clip_004163,disgust
clip_004164,disgust
clip_004165,anger
clip_004166,anger
clip_004167,disgust
clip_004168,anger
clip_004169,anger
clip_004170,fear
clip_004171,sad
clip_004172,fear
clip_004173,neutral
clip_004174,sad
clip_004175,disgust
clip_004177,disgust
clip_004178,disgust
clip_004179,neutral
clip_004180,happy
clip_004181,sad
clip_004182,sad
clip_004184,happy
clip_004185,sad
clip_004187,fear
clip_004189,anger
clip_004190,disgust
clip_004191,anger
clip_004193,sad
clip_004194,anger
clip_004195,neutral
clip_004196,anger
clip_004198,sad
clip_004199,sad
clip_004200,sad
clip_004201,sad
clip_004204,sad
clip_004206,anger
clip_004207,happy
clip_004209,neutral
clip_004210,happy
clip_004211,anger
clip_004214,disgust
clip_004215,sad
clip_004216,sad
clip_004217,sad
clip_004218,anger
clip_004219,happy
clip_004220,disgust
clip_004221,anger
clip_004222,disgust
clip_004223,disgust
clip_004224,neutral
clip_004225,disgust
clip_004230,fear
clip_004231,sad
clip_004232,neutral
clip_004234,neutral
clip_004235,sad
clip_004236,sad
clip_004237,happy
clip_004239,anger
clip_004240,happy
clip_004241,sad
clip_004242,fear
clip_004244,sad
clip_004245,disgust
clip_004246,happy
clip_004247,sad
clip_004249,happy
clip_004251,disgust
clip_004253,anger
clip_004255,fear
clip_004256,fear
clip_004257,neutral
clip_004258,fear
clip_004259,neutral
clip_004260,anger
clip_004262,disgust
clip_004263,sad
clip_004264,happy
clip_004265,neutral
clip_004266,sad
clip_004268,happy
clip_004270,disgust
clip_004272,happy
clip_004273,disgust
clip_004275,neutral
clip_004276,anger
clip_004277,fear
clip_004278,disgust
clip_004279,sad
clip_004280,anger
clip_004282,disgust
clip_004283,happy
clip_004284,happy
clip_004286,sad
clip_004288,happy
clip_004289,fear
clip_004290,disgust
clip_004291,disgust
clip_004294,fear
clip_004295,happy
clip_004298,fear
clip_004299,sad
clip_004303,anger
clip_004304,disgust
clip_004305,anger
clip_004306,happy
clip_004307,disgust
clip_004308,disgust
clip_004309,fear
clip_004310,happy
clip_004311,neutral
clip_004312,disgust
clip_004313,happy
clip_004315,neutral
clip_004319,happy
clip_004320,disgust
clip_004321,neutral
clip_004322,fear
clip_004323,happy
clip_004324,fear
clip_004325,anger
clip_004327,anger
clip_004328,anger
clip_004330,fear
clip_004331,disgust
clip_004332,neutral
clip_004333,anger
clip_004334,anger
clip_004336,fear
clip_004338,happy
clip_004339,fear
clip_004340,neutral
clip_004341,fear
clip_004342,happy
clip_004343,anger
clip_004344,neutral
clip_004345,neutral
clip_004346,happy
clip_004349,happy
clip_004350,fear
clip_004351,anger
clip_004353,neutral
clip_004356,happy
clip_004357,fear
clip_004358,happy
clip_004359,sad
clip_004360,fear
clip_004362,happy
clip_004363,neutral
clip_004364,fear
clip_004365,sad
clip_004368,neutral
clip_004369,disgust
clip_004370,disgust
clip_004371,happy
clip_004372,anger
clip_004373,sad
clip_004374,happy
clip_004375,fear
clip_004376,anger
clip_004378,neutral
clip_004379,happy
clip_004380,sad
clip_004383,neutral
clip_004384,fear
clip_004386,anger
clip_004387,fear
clip_004388,sad
clip_004389,disgust
clip_004390,anger
clip_004391,neutral
clip_004392,disgust
clip_004394,neutral
clip_004395,disgust
clip_004398,anger
clip_004399,disgust
clip_004400,happy
clip_004401,anger
clip_004404,disgust
clip_004405,happy
clip_004406,fear
clip_004407,fear
clip_004408,fear
clip_004409,disgust
clip_004410,sad
clip_004412,disgust
clip_004413,sad
clip_004414,sad
clip_004416,fear
clip_004417,sad
clip_004419,disgust
clip_004420,anger
clip_004421,happy
clip_004422,disgust
clip_004423,anger
clip_004425,fear
clip_004426,anger
clip_004427,disgust
clip_004428,happy
clip_004431,anger
clip_004432,disgust
clip_004433,sad
clip_004434,sad
clip_004436,happy
clip_004438,disgust
clip_004439,disgust
clip_004442,neutral
clip_004443,fear
clip_004444,neutral
clip_004445,sad
clip_004446,neutral
clip_004447,sad
clip_004449,fear
clip_004450,sad
clip_004452,happy
clip_004454,fear
clip_004455,happy
clip_004456,disgust
clip_004459,anger
clip_004461,happy
clip_004462,happy
clip_004464,anger
clip_004466,happy
clip_004467,sad
clip_004469,disgust
clip_004470,happy
clip_004471,anger
clip_004474,fear
clip_004475,disgust
clip_004476,disgust
clip_004477,neutral
clip_004478,disgust
clip_004479,sad
clip_004480,neutral
clip_004483,anger
clip_004485,sad
clip_004486,sad
clip_004487,anger
clip_004488,happy
clip_004490,fear
clip_004492,happy
clip_004493,happy
clip_004494,sad
clip_004495,happy
clip_004499,neutral
clip_004502,happy
clip_004503,fear
clip_004504,fear
clip_004508,disgust
clip_004509,sad
clip_004510,neutral
clip_004511,happy
clip_004512,disgust
clip_004514,sad
clip_004515,disgust
clip_004516,neutral
clip_004517,anger
clip_004518,happy
clip_004519,disgust
clip_004520,disgust
clip_004526,sad
clip_004527,sad
clip_004528,fear
clip_004529,neutral
clip_004531,disgust
clip_004532,fear
clip_004533,sad
clip_004534,disgust
clip_004535,anger
clip_004537,anger
clip_004538,happy
clip_004539,sad
clip_004540,neutral
clip_004542,sad
clip_004543,anger
clip_004544,disgust
clip_004545,sad
clip_004546,disgust
clip_004548,happy
clip_004549,happy
clip_004550,anger
clip_004551,disgust
clip_004553,happy
clip_004556,fear
clip_004557,fear
clip_004558,neutral
clip_004559,neutral
clip_004560,anger
clip_004561,neutral
clip_004563,sad
clip_004564,anger
clip_004565,fear
clip_004567,anger
clip_004568,happy
clip_004571,anger
clip_004573,disgust
clip_004574,fear
clip_004575,happy
clip_004576,neutral
clip_004577,neutral
clip_004578,sad
clip_004579,sad
clip_004580,disgust
clip_004581,anger
clip_004582,neutral
clip_004583,happy
clip_004584,fear
clip_004585,sad
clip_004586,disgust
clip_004587,disgust
clip_004588,anger
clip_004589,fear
clip_004590,anger
clip_004592,neutral
clip_004593,disgust
clip_004594,happy
clip_004595,anger
clip_004596,fear
clip_004597,sad
clip_004600,sad
clip_004601,fear
clip_004602,sad
clip_004603,neutral
clip_004605,disgust
clip_004606,happy
clip_004607,fear
clip_004608,happy
clip_004609,neutral
clip_004611,disgust
clip_004612,neutral
clip_004615,fear
clip_004616,disgust
clip_004617,neutral
clip_004620,anger
clip_004622,sad
clip_004623,disgust
clip_004624,neutral
clip_004626,anger
clip_004627,disgust
clip_004629,neutral
clip_004630,happy
clip_004635,disgust
clip_004636,anger
clip_004637,happy
clip_004638,sad
clip_004639,fear
clip_004642,fear
clip_004644,neutral
clip_004646,sad
clip_004647,fear
clip_004648,neutral
clip_004650,disgust
clip_004651,fear
clip_004652,fear
clip_004654,fear
clip_004656,sad
clip_004657,disgust
clip_004658,anger
clip_004659,fear
clip_004660,happy
clip_004661,anger
clip_004662,happy
clip_004663,neutral
clip_004664,neutral
clip_004665,neutral
clip_004666,fear
clip_004668,anger
clip_004670,neutral
clip_004671,neutral
clip_004672,disgust
clip_004673,neutral
clip_004675,sad
clip_004676,neutral
clip_004679,happy
clip_004680,neutral
clip_004681,anger
clip_004682,anger
clip_004683,anger
clip_004685,anger
clip_004686,disgust
clip_004687,neutral
clip_004688,disgust
clip_004689,neutral
clip_004690,neutral
clip_004691,disgust
clip_004695,fear
clip_004697,sad
clip_004698,disgust
clip_004699,disgust
clip_004700,anger
clip_004701,happy
clip_004702,happy
clip_004705,neutral
clip_004707,sad
clip_004708,anger
clip_004710,fear
clip_004711,fear
clip_004712,fear
clip_004713,anger
clip_004714,anger
clip_004715,anger
clip_004716,happy
clip_004717,anger
clip_004718,sad
clip_004721,anger
clip_004722,fear
clip_004723,happy
clip_004724,disgust
clip_004725,sad
clip_004726,fear
clip_004727,happy
clip_004729,disgust
clip_004730,fear
clip_004731,neutral
clip_004732,neutral
clip_004733,sad
clip_004734,disgust
clip_004735,disgust
clip_004736,happy
clip_004737,happy
clip_004738,fear
clip_004739,happy
clip_004740,sad
clip_004743,anger
clip_004744,happy
clip_004745,happy
clip_004747,fear
clip_004748,happy
clip_004749,disgust
clip_004750,fear
clip_004752,sad
clip_004753,neutral
clip_004754,anger
clip_004755,sad
clip_004757,neutral
clip_004758,disgust
clip_004760,happy
clip_004762,disgust
clip_004764,neutral
clip_004765,neutral
clip_004766,happy
clip_004767,disgust
clip_004768,neutral
clip_004769,disgust
clip_004770,neutral
clip_004773,anger
clip_004774,disgust
clip_004775,disgust
clip_004777,anger
clip_004778,happy
clip_004779,sad
clip_004780,anger
clip_004781,disgust
clip_004782,neutral
clip_004784,neutral
clip_004785,anger
clip_004788,happy
clip_004789,sad
clip_004790,neutral
clip_004791,happy
clip_004792,happy
clip_004793,sad
clip_004796,fear
clip_004797,sad
clip_004798,fear
clip_004799,disgust
clip_004800,fear
clip_004801,anger
clip_004802,sad
clip_004803,disgust
clip_004804,neutral
clip_004806,sad
clip_004807,fear
clip_004808,fear
clip_004809,neutral
clip_004810,sad
clip_004811,anger
clip_004813,anger
clip_004815,disgust
clip_004816,fear
clip_004817,disgust
clip_004818,happy
clip_004819,happy
clip_004820,sad
clip_004822,neutral
clip_004823,fear
clip_004824,anger
clip_004825,happy
clip_004826,anger
clip_004827,fear
clip_004828,fear
clip_004829,happy
clip_004831,anger
clip_004832,fear
clip_004833,sad
clip_004836,fear
clip_004837,disgust
clip_004839,anger
clip_004841,sad
clip_004842,happy
clip_004843,sad
clip_004844,fear
clip_004845,sad
clip_004846,disgust
clip_004847,sad
clip_004848,neutral
clip_004849,happy
clip_004850,fear
clip_004851,neutral
clip_004852,sad
clip_004853,anger
clip_004855,disgust
clip_004856,fear
clip_004857,neutral
clip_004858,fear
clip_004859,fear
clip_004860,sad
clip_004862,neutral
clip_004863,neutral
clip_004864,happy
clip_004867,fear
clip_004868,anger
clip_004869,disgust
clip_004870,disgust
clip_004871,happy
clip_004872,disgust
clip_004873,fear
clip_004874,sad
clip_004876,anger
clip_004877,neutral
clip_004878,sad
clip_004880,happy
clip_004882,disgust
clip_004883,anger
clip_004884,anger
clip_004885,happy
clip_004886,neutral
clip_004887,disgust
clip_004888,sad
clip_004889,anger
clip_004890,sad
clip_004891,happy
clip_004892,anger
clip_004895,sad
clip_004897,neutral
clip_004898,sad
clip_004899,disgust
clip_004900,fear
clip_004901,anger
clip_004902,sad
clip_004904,neutral
clip_004905,happy
clip_004907,disgust
clip_004908,disgust
clip_004910,fear
clip_004911,neutral
clip_004913,neutral
clip_004915,happy
clip_004917,neutral
clip_004918,sad
clip_004919,sad
clip_004922,fear
clip_004924,sad
clip_004925,neutral
clip_004926,anger
clip_004928,disgust
clip_004929,sad
clip_004930,neutral
clip_004931,neutral
clip_004932,sad
clip_004933,neutral
clip_004934,anger
clip_004935,neutral
clip_004936,anger
clip_004937,anger
clip_004938,fear
clip_004939,happy
clip_004940,happy
clip_004942,fear
clip_004943,neutral
clip_004945,disgust
clip_004948,fear
clip_004949,anger
clip_004950,neutral
clip_004951,happy
clip_004952,fear
clip_004953,disgust
clip_004954,happy
clip_004955,fear
clip_004956,neutral
clip_004958,fear
clip_004959,disgust
clip_004961,anger
clip_004962,neutral
clip_004963,disgust
clip_004965,anger
clip_004966,fear
clip_004967,disgust
clip_004968,sad
clip_004970,anger
clip_004972,neutral
clip_004974,sad
clip_004975,fear
clip_004976,sad
clip_004977,neutral
clip_004978,anger
clip_004979,disgust
clip_004980,disgust
clip_004982,fear
clip_004983,sad
clip_004984,happy
clip_004985,neutral
clip_004986,anger
clip_004987,sad
clip_004990,fear
clip_004992,fear
clip_004993,happy
clip_004995,sad
clip_004996,happy
clip_004997,neutral
clip_004998,fear
clip_004999,anger
clip_005000,disgust
clip_005001,fear
clip_005002,neutral
clip_005003,anger
clip_005004,disgust
clip_005005,fear
clip_005007,fear
clip_005012,anger
clip_005013,neutral
clip_005014,anger
clip_005015,happy
clip_005016,happy
clip_005018,fear
clip_005019,sad
clip_005020,sad
clip_005021,disgust
clip_005022,happy
clip_005025,fear
clip_005026,fear
clip_005027,disgust
clip_005028,sad
clip_005030,disgust
clip_005031,neutral
clip_005032,disgust
clip_005033,anger
clip_005034,happy
clip_005035,neutral
clip_005036,neutral
clip_005040,neutral
clip_005041,fear
clip_005042,anger
clip_005043,anger
clip_005044,anger
clip_005046,disgust
clip_005047,fear
clip_005048,fear
clip_005049,sad
clip_005050,happy
clip_005051,neutral
clip_005052,sad
clip_005054,sad
clip_005056,sad
clip_005057,happy
clip_005059,disgust
clip_005061,fear
clip_005062,anger
clip_005063,fear
clip_005064,disgust
clip_005067,fear
clip_005068,neutral
clip_005069,sad
clip_005071,disgust
clip_005074,disgust
clip_005075,fear
clip_005076,disgust
clip_005077,sad
clip_005079,sad
clip_005080,fear
clip_005081,fear
clip_005082,anger
clip_005083,fear
clip_005084,disgust
clip_005090,sad
clip_005091,disgust
clip_005092,fear
clip_005094,fear
clip_005095,happy
clip_005096,happy
clip_005097,neutral
clip_005098,fear
clip_005099,happy
clip_005100,disgust
clip_005101,fear
clip_005102,fear
clip_005104,sad
clip_005106,sad
clip_005107,happy
clip_005109,disgust
clip_005110,disgust
clip_005111,happy
clip_005112,fear
clip_005113,disgust
clip_005116,anger
clip_005117,fear
clip_005118,happy
clip_005119,sad
clip_005120,sad
clip_005125,fear
clip_005126,fear
clip_005127,happy
clip_005129,anger
clip_005131,fear
clip_005132,disgust
clip_005133,disgust
clip_005134,fear
clip_005135,neutral
clip_005137,fear
clip_005138,fear
clip_005139,happy
clip_005140,fear
clip_005141,neutral
clip_005142,fear
clip_005143,neutral
clip_005144,anger
clip_005146,neutral
clip_005147,disgust
clip_005148,happy
clip_005149,disgust
clip_005150,fear
clip_005151,sad
clip_005152,sad
clip_005153,anger
clip_005154,fear
clip_005155,anger
clip_005156,anger
clip_005157,disgust
clip_005158,happy
clip_005159,happy
clip_005160,happy
clip_005161,fear
clip_005162,neutral
clip_005163,disgust
clip_005164,neutral
clip_005165,happy
clip_005166,disgust
clip_005168,sad
clip_005169,happy
clip_005170,anger
clip_005171,happy
clip_005174,fear
clip_005175,sad
clip_005177,sad
clip_005179,anger
clip_005182,fear
clip_005184,fear
clip_005186,fear
clip_005188,anger
clip_005189,neutral
clip_005190,disgust
clip_005191,anger
clip_005192,happy
clip_005193,anger
clip_005194,happy
clip_005195,happy
clip_005196,neutral
clip_005198,neutral
clip_005199,neutral
clip_005200,fear
clip_005202,neutral
clip_005203,sad
clip_005204,neutral
clip_005205,happy
clip_005206,neutral
clip_005207,fear
clip_005208,happy
clip_005210,disgust
clip_005211,fear
clip_005212,happy
clip_005213,fear
clip_005214,fear
clip_005215,anger
clip_005216,anger
clip_005217,anger
clip_005220,happy
clip_005221,sad
clip_005222,neutral
clip_005223,fear
clip_005224,fear
clip_005225,anger
clip_005226,fear
clip_005227,disgust
clip_005228,fear
clip_005229,fear
clip_005230,anger
clip_005231,fear
clip_005232,happy
clip_005233,happy
clip_005238,happy
clip_005239,fear
clip_005240,fear
clip_005241,happy
clip_005242,happy
clip_005244,fear
clip_005245,fear
clip_005246,disgust
clip_005247,sad
clip_005248,anger
clip_005249,disgust
clip_005251,disgust
clip_005253,anger
clip_005254,anger
clip_005256,sad
clip_005257,happy
clip_005258,neutral
clip_005261,anger
clip_005262,fear
clip_005264,sad
clip_005266,neutral
clip_005267,disgust
clip_005268,neutral
clip_005269,anger
clip_005270,fear
clip_005271,neutral
clip_005272,anger
clip_005273,fear
clip_005274,disgust
clip_005275,anger
clip_005276,sad
clip_005277,fear
clip_005278,happy
clip_005279,happy
clip_005280,disgust
clip_005281,fear
clip_005282,anger
clip_005283,sad
clip_005284,disgust
clip_005285,disgust
clip_005286,happy
clip_005288,neutral
clip_005291,happy
clip_005292,neutral
clip_005293,neutral
clip_005294,fear
clip_005295,anger
clip_005296,happy
clip_005297,neutral
clip_005299,sad
clip_005300,happy
clip_005301,anger
clip_005302,sad
clip_005303,disgust
clip_005304,disgust
clip_005305,happy
clip_005306,neutral
clip_005307,anger
clip_005308,anger
clip_005309,anger
clip_005311,happy
clip_005312,fear
clip_005313,happy
clip_005315,neutral
clip_005316,happy
clip_005318,anger
clip_005320,fear
clip_005321,happy
clip_005322,disgust
clip_005323,sad
clip_005324,fear
clip_005325,anger
clip_005326,fear
clip_005327,anger
clip_005330,neutral
clip_005333,fear
clip_005334,neutral
clip_005335,sad
clip_005337,fear
clip_005338,anger
clip_005339,anger
clip_005340,fear
clip_005341,anger
clip_005343,disgust
clip_005344,fear
clip_005345,happy
clip_005346,happy
clip_005347,happy
clip_005348,happy
clip_005349,disgust
clip_005350,neutral
clip_005351,anger
clip_005352,sad
clip_005353,fear
clip_005354,disgust
clip_005355,fear
clip_005356,anger
clip_005358,happy
clip_005359,anger
clip_005360,disgust
clip_005361,happy
clip_005362,happy
clip_005364,fear
clip_005365,neutral
clip_005366,fear
clip_005367,fear
clip_005369,sad
clip_005370,happy
clip_005374,sad
clip_005376,anger
clip_005377,neutral
clip_005378,happy
clip_005379,disgust
clip_005380,disgust
clip_005382,neutral
clip_005383,anger
clip_005384,neutral
clip_005386,neutral
clip_005389,disgust
clip_005391,sad
clip_005392,happy
clip_005394,sad
clip_005396,anger
clip_005397,happy
clip_005398,fear
clip_005399,happy
clip_005400,anger
clip_005401,sad
clip_005403,anger
clip_005404,anger
clip_005405,happy
clip_005406,disgust
clip_005407,fear
clip_005409,neutral
clip_005411,neutral
clip_005412,sad
clip_005413,neutral
clip_005416,anger
clip_005418,disgust
clip_005419,anger
clip_005420,sad
clip_005421,happy
clip_005422,disgust
clip_005423,disgust
clip_005424,anger
clip_005426,sad
clip_005427,anger
clip_005428,neutral
clip_005429,neutral
clip_005430,happy
clip_005432,happy
clip_005433,disgust
clip_005434,neutral
clip_005435,neutral
clip_005436,disgust
clip_005437,disgust
clip_005438,happy
clip_005439,fear
clip_005440,anger
clip_005441,sad
clip_005442,anger
clip_005443,fear
clip_005447,neutral
clip_005448,anger
clip_005449,anger
clip_005450,anger
clip_005451,happy
clip_005452,neutral
clip_005453,happy
clip_005455,fear
clip_005456,happy
clip_005457,disgust
clip_005458,anger
clip_005459,fear
clip_005461,anger
clip_005462,disgust
clip_005464,anger
clip_005465,neutral
clip_005466,fear
clip_005468,anger
clip_005470,disgust
clip_005471,fear
clip_005472,anger
clip_005473,anger
clip_005474,happy
clip_005475,neutral
clip_005476,disgust
clip_005478,happy
clip_005479,happy
clip_005480,anger
clip_005482,sad
clip_005483,happy
clip_005484,neutral
clip_005485,neutral
clip_005487,neutral
clip_005488,happy
clip_005489,fear
clip_005490,fear
clip_005491,happy
clip_005493,anger
clip_005494,happy
clip_005497,neutral
clip_005498,anger
clip_005499,disgust
clip_005500,anger
clip_005501,happy
clip_005502,sad
clip_005504,disgust
clip_005505,happy
clip_005506,happy
clip_005507,anger
clip_005508,fear
clip_005510,fear
clip_005511,fear
clip_005515,anger
clip_005517,fear
clip_005518,sad
clip_005519,happy
clip_005520,disgust
clip_005521,neutral
clip_005522,fear
clip_005523,anger
clip_005524,fear
clip_005525,fear
clip_005530,happy
clip_005531,anger
clip_005532,sad
clip_005533,happy
clip_005534,anger
clip_005539,disgust
clip_005540,happy
clip_005541,anger
clip_005542,neutral
clip_005543,sad
clip_005544,happy
clip_005545,disgust
clip_005546,anger
clip_005547,happy
clip_005549,sad
clip_005550,disgust
clip_005551,fear
clip_005552,anger
clip_005553,sad
clip_005554,sad
clip_005555,fear
clip_005556,anger
clip_005558,sad
clip_005559,neutral
clip_005561,disgust
clip_005562,anger
clip_005564,neutral
clip_005565,fear
clip_005566,happy
clip_005568,fear
clip_005573,anger
clip_005574,fear
clip_005575,sad
clip_005576,anger
clip_005577,anger
clip_005579,sad
clip_005580,disgust
clip_005581,happy
clip_005582,sad
clip_005584,neutral
clip_005585,fear
clip_005586,happy
clip_005587,anger
clip_005588,sad
clip_005589,happy
clip_005592,happy
clip_005593,sad
clip_005594,anger
clip_005595,anger
clip_005597,neutral
clip_005598,fear
clip_005599,happy
clip_005600,anger
clip_005601,disgust
clip_005602,disgust
clip_005603,anger
clip_005605,happy
clip_005608,fear
clip_005611,disgust
clip_005613,neutral
clip_005617,neutral
clip_005618,fear
clip_005619,fear
clip_005620,fear
clip_005621,fear
clip_005622,anger
clip_005623,happy
clip_005625,happy
clip_005627,fear
clip_005628,happy
clip_005630,neutral
clip_005631,happy
clip_005633,happy
clip_005634,anger
clip_005635,sad
clip_005638,fear
clip_005639,anger
clip_005640,fear
clip_005641,fear
clip_005642,happy
clip_005643,disgust
clip_005644,anger
clip_005645,happy
clip_005646,fear
clip_005648,happy
clip_005649,sad
clip_005650,fear
clip_005651,happy
clip_005652,neutral
clip_005654,neutral
clip_005655,happy
clip_005656,anger
clip_005657,happy
clip_005658,disgust
clip_005660,sad
clip_005661,happy
clip_005662,disgust
clip_005663,sad
clip_005664,fear
clip_005666,happy
clip_005668,sad
clip_005669,happy
clip_005670,sad
clip_005671,anger
clip_005673,fear
clip_005674,fear
clip_005675,fear
clip_005676,neutral
clip_005678,disgust
clip_005679,sad
clip_005680,anger
clip_005682,happy
clip_005684,happy
clip_005685,disgust
clip_005686,disgust
clip_005687,disgust
clip_005688,disgust
clip_005690,happy
clip_005691,disgust
clip_005692,anger
clip_005693,happy
clip_005696,anger
clip_005698,disgust
clip_005699,fear
clip_005701,fear
clip_005702,disgust
clip_005703,anger
clip_005704,disgust
clip_005706,anger
clip_005707,anger
clip_005708,sad
clip_005709,sad
clip_005710,disgust
clip_005711,sad
clip_005712,disgust
clip_005713,happy
clip_005714,neutral
clip_005715,sad
clip_005716,neutral
clip_005717,happy
clip_005718,sad
clip_005719,happy
clip_005721,happy
clip_005723,fear
clip_005724,happy
clip_005725,fear
clip_005726,sad
clip_005727,sad
clip_005729,sad
clip_005730,sad
clip_005731,neutral
clip_005732,sad
clip_005733,anger
clip_005734,anger
clip_005736,sad
clip_005739,neutral
clip_005740,happy
clip_005741,happy
clip_005742,sad
clip_005744,sad
clip_005745,disgust
clip_005746,neutral
clip_005747,disgust
clip_005748,anger
clip_005751,fear
clip_005752,disgust
clip_005753,sad
clip_005754,sad
clip_005755,sad
clip_005757,fear
clip_005759,fear
clip_005760,disgust
clip_005763,anger
clip_005764,happy
clip_005765,fear
clip_005766,anger
clip_005767,happy
clip_005768,happy
clip_005770,fear
clip_005771,neutral
clip_005772,neutral
clip_005774,neutral
clip_005775,happy
clip_005776,anger
clip_005777,anger
clip_005778,neutral
clip_005780,disgust
clip_005781,sad
clip_005782,disgust
clip_005783,sad
clip_005784,happy
clip_005785,anger
clip_005786,sad
clip_005787,sad
clip_005790,fear
clip_005791,disgust
clip_005792,happy
clip_005793,sad
clip_005794,anger
clip_005795,happy
clip_005796,sad
clip_005797,happy
clip_005798,sad
clip_005799,neutral
clip_005800,sad
clip_005801,neutral
clip_005803,happy
clip_005804,happy
clip_005805,sad
clip_005807,anger
clip_005809,anger
clip_005811,sad
clip_005812,fear
clip_005814,happy
clip_005815,sad
clip_005816,happy
clip_005817,anger
clip_005820,disgust
clip_005822,disgust
clip_005824,sad
clip_005825,disgust
clip_005826,anger
clip_005828,fear
clip_005829,sad
clip_005831,disgust
clip_005833,fear
clip_005834,sad
clip_005835,disgust
clip_005836,disgust
clip_005838,neutral
clip_005839,sad
clip_005840,anger
clip_005842,disgust
clip_005843,anger
clip_005844,anger
clip_005845,fear
clip_005847,sad
clip_005848,disgust
clip_005850,fear
clip_005851,happy
clip_005852,fear
clip_005853,disgust
clip_005854,sad
clip_005856,disgust
clip_005857,anger
clip_005858,happy
clip_005861,sad
clip_005862,happy
clip_005864,happy
clip_005865,anger
clip_005867,disgust
clip_005868,anger
clip_005869,fear
clip_005870,happy
clip_005871,fear
clip_005872,anger
clip_005873,neutral
clip_005874,happy
clip_005875,disgust
clip_005876,disgust
clip_005877,sad
clip_005878,happy
clip_005879,happy
clip_005881,happy
clip_005882,anger
clip_005883,fear
clip_005885,sad
clip_005886,happy
clip_005888,sad
clip_005889,disgust
clip_005890,anger
clip_005893,disgust
clip_005894,fear
clip_005895,fear
clip_005896,fear
clip_005897,neutral
clip_005899,sad
clip_005901,fear
clip_005902,fear
clip_005904,anger
clip_005905,neutral
clip_005906,happy
clip_005907,disgust
clip_005908,happy
clip_005909,disgust
clip_005911,anger
clip_005912,sad
clip_005913,happy
clip_005914,anger
clip_005915,anger
clip_005916,anger
clip_005917,anger
clip_005918,neutral
clip_005919,neutral
clip_005920,fear
clip_005921,sad
clip_005922,anger
clip_005924,sad
clip_005926,sad
clip_005928,fear
clip_005929,sad
clip_005930,sad
clip_005931,sad
clip_005932,happy
clip_005933,happy
clip_005935,happy
clip_005939,fear
clip_005940,sad
clip_005941,fear
clip_005942,fear
clip_005943,sad
clip_005944,neutral
clip_005945,neutral
clip_005947,anger
clip_005948,anger
clip_005949,happy
clip_005950,happy
clip_005951,happy
clip_005952,anger
clip_005954,neutral
clip_005955,neutral
clip_005956,sad
clip_005957,disgust
clip_005958,happy
clip_005959,neutral
clip_005961,sad
clip_005962,disgust
clip_005963,neutral
clip_005964,anger
clip_005966,disgust
clip_005967,anger
clip_005968,fear
clip_005969,disgust
clip_005971,happy
clip_005972,sad
clip_005973,fear
clip_005974,happy
clip_005976,happy
clip_005977,happy
clip_005978,happy
clip_005979,fear
clip_005980,happy
clip_005983,disgust
clip_005984,neutral
clip_005985,neutral
clip_005986,fear
clip_005988,happy
clip_005989,fear
clip_005990,fear
clip_005991,sad
clip_005992,fear
clip_005993,disgust
clip_005994,disgust
clip_005997,anger
clip_005998,disgust
clip_006000,sad
clip_006001,sad
clip_006002,sad
clip_006003,happy
clip_006004,anger
clip_006005,happy
clip_006006,neutral
clip_006007,neutral
clip_006008,fear
clip_006009,disgust
clip_006010,neutral
clip_006011,anger
clip_006012,neutral
clip_006013,fear
clip_006014,anger
clip_006015,sad
clip_006017,happy
clip_006018,happy
clip_006019,sad
clip_006020,anger
clip_006022,fear
clip_006025,disgust
clip_006026,fear
clip_006027,happy
clip_006028,happy
clip_006029,fear
clip_006030,anger
clip_006031,anger
clip_006032,anger
clip_006033,sad
clip_006035,happy
clip_006036,fear
clip_006037,fear
clip_006039,happy
clip_006040,neutral
clip_006041,anger
clip_006042,happy
clip_006043,neutral
clip_006047,fear
clip_006048,neutral
clip_006050,disgust
clip_006051,fear
clip_006052,fear
clip_006053,neutral
clip_006054,sad
clip_006055,anger
clip_006056,neutral
clip_006057,happy
clip_006058,disgust
clip_006059,sad
clip_006060,fear
clip_006061,anger
clip_006062,neutral
clip_006063,sad
clip_006066,anger
clip_006067,sad
clip_006068,anger
clip_006070,neutral
clip_006071,anger
